ouCNBTPLID,ouCNCTPLID,ouIPPTPLID,ouTaxTPLID,laneType,oUGrade,oUHashChild,oUID,oUJobDescription,oULevel,oUParentID,oUPayrollTaxTPLID,oUPosition,,,oUGrade
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,GRADE-001;1957000-4925000;FAC-1603793885578;GRADE-002;2153000-5418000;FAC-1603793885578;GRADE-003;2369000-5961000;FAC-1603793885578;GRADE-004;5167000-10334000;FAC-1603793885578;GRADE-005;6718000-13346000;FAC-1603793885578;GRADE-006;8734000-17466000;FAC-1603793885578;GRADE-007;11355000-22710000;FAC-1603793885578;GRADE-008;14762000-29524000;FAC-1603793885578;GRADE-009;19191000-38382000;FAC-1603793885578;GRADE-010;25908000-51816000;FAC-1603793885578;GRADE-011;34976000-69525000;FAC-1603793885578;GRADE-012;47218000-69952000;FAC-1603793885578;GRADE-013;47218000-69952000;FAC-1603793885578;GRADE-014;1957000-4925000;FAC-1603793885578,TRUE,OUID-DDRKDT10219,Deputi Direktur SKMR Kredit,LVL-003,OUID-DSKMR10176,PAY-1580288169116,LVL-003-DDRKDT,,,"GRADE-001;	1957000-4925000	;FAC-1603779164791;GRADE-002;	2153000-5418000	;FAC-1603779164791;GRADE-003;	2369000-5961000	;FAC-1603779164791;GRADE-004;	5167000-10334000	;FAC-1603779164791;GRADE-005;	6718000-13346000	;FAC-1603779164791;GRADE-006;	8734000-17466000	;FAC-1603779164791;GRADE-007;	11355000-22710000	;FAC-1603779164791;GRADE-008;	14762000-29524000	;FAC-1603779164791;GRADE-009;	19191000-38382000	;FAC-1603779164791;GRADE-010;	25908000-51816000	;FAC-1603779164791;GRADE-011;	34976000-69525000	;FAC-1603779164791;GRADE-012;	47218000-69952000	;FAC-1603779164791;GRADE-013;	47218000-69952000	;FAC-1603779164791;GRADE-014;	1957000-4925000	;FAC-1603779164791"
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,GRADE-001;1957000-4925000;FAC-1603793885578;GRADE-002;2153000-5418000;FAC-1603793885578;GRADE-003;2369000-5961000;FAC-1603793885578;GRADE-004;5167000-10334000;FAC-1603793885578;GRADE-005;6718000-13346000;FAC-1603793885578;GRADE-006;8734000-17466000;FAC-1603793885578;GRADE-007;11355000-22710000;FAC-1603793885578;GRADE-008;14762000-29524000;FAC-1603793885578;GRADE-009;19191000-38382000;FAC-1603793885578;GRADE-010;25908000-51816000;FAC-1603793885578;GRADE-011;34976000-69525000;FAC-1603793885578;GRADE-012;47218000-69952000;FAC-1603793885578;GRADE-013;47218000-69952000;FAC-1603793885578;GRADE-014;1957000-4925000;FAC-1603793885578,TRUE,OUID-EOMPRK10220,Executive Officer Pengukuran Risiko Kredit,LVL-004,OUID-DDRKDT10219,PAY-1580288169116,LVL-004-EOMPRK,,,"GRADE-001;	1957000-4925000	;FAC-1603778861841;GRADE-002;	2153000-5418000	;FAC-1603778861841;GRADE-003;	2369000-5961000	;FAC-1603778861841;GRADE-004;	5167000-10334000	;FAC-1603778861841;GRADE-005;	6718000-13346000	;FAC-1603778861841;GRADE-006;	8734000-17466000	;FAC-1603778861841;GRADE-007;	11355000-22710000	;FAC-1603778861841;GRADE-008;	14762000-29524000	;FAC-1603778861841;GRADE-009;	19191000-38382000	;FAC-1603778861841;GRADE-010;	25908000-51816000	;FAC-1603778861841;GRADE-011;	34976000-69525000	;FAC-1603778861841;GRADE-012;	47218000-69952000	;FAC-1603778861841;GRADE-013;	47218000-69952000	;FAC-1603778861841;GRADE-014;	1957000-4925000	;FAC-1603778861841"
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,GRADE-001;1957000-4925000;FAC-1603793885578;GRADE-002;2153000-5418000;FAC-1603793885578;GRADE-003;2369000-5961000;FAC-1603793885578;GRADE-004;5167000-10334000;FAC-1603793885578;GRADE-005;6718000-13346000;FAC-1603793885578;GRADE-006;8734000-17466000;FAC-1603793885578;GRADE-007;11355000-22710000;FAC-1603793885578;GRADE-008;14762000-29524000;FAC-1603793885578;GRADE-009;19191000-38382000;FAC-1603793885578;GRADE-010;25908000-51816000;FAC-1603793885578;GRADE-011;34976000-69525000;FAC-1603793885578;GRADE-012;47218000-69952000;FAC-1603793885578;GRADE-013;47218000-69952000;FAC-1603793885578;GRADE-014;1957000-4925000;FAC-1603793885578,TRUE,OUID-SOPKT10221,Senior Officer Pengukuran Risiko Kredit,LVL-005,OUID-EOMPRK10220,PAY-1580288169116,LVL-005-SOPKT,,,"GRADE-001;	1957000-4925000	;FAC-1603793792694;GRADE-002;	2153000-5418000	;FAC-1603793792694;GRADE-003;	2369000-5961000	;FAC-1603793792694;GRADE-004;	5167000-10334000	;FAC-1603793792694;GRADE-005;	6718000-13346000	;FAC-1603793792694;GRADE-006;	8734000-17466000	;FAC-1603793792694;GRADE-007;	11355000-22710000	;FAC-1603793792694;GRADE-008;	14762000-29524000	;FAC-1603793792694;GRADE-009;	19191000-38382000	;FAC-1603793792694;GRADE-010;	25908000-51816000	;FAC-1603793792694;GRADE-011;	34976000-69525000	;FAC-1603793792694;GRADE-012;	47218000-69952000	;FAC-1603793792694;GRADE-013;	47218000-69952000	;FAC-1603793792694;GRADE-014;	1957000-4925000	;FAC-1603793792694"
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,GRADE-001;1957000-4925000;FAC-1603793885578;GRADE-002;2153000-5418000;FAC-1603793885578;GRADE-003;2369000-5961000;FAC-1603793885578;GRADE-004;5167000-10334000;FAC-1603793885578;GRADE-005;6718000-13346000;FAC-1603793885578;GRADE-006;8734000-17466000;FAC-1603793885578;GRADE-007;11355000-22710000;FAC-1603793885578;GRADE-008;14762000-29524000;FAC-1603793885578;GRADE-009;19191000-38382000;FAC-1603793885578;GRADE-010;25908000-51816000;FAC-1603793885578;GRADE-011;34976000-69525000;FAC-1603793885578;GRADE-012;47218000-69952000;FAC-1603793885578;GRADE-013;47218000-69952000;FAC-1603793885578;GRADE-014;1957000-4925000;FAC-1603793885578,TRUE,OUID-SPRKRT10222,Staff Pengukuran Risiko Kredit,LVL-006,OUID-EOMPRK10220,PAY-1580288169116,LVL-006-SPRKRT,,,"GRADE-001;	1957000-4925000	;FAC-1603793792694;GRADE-002;	2153000-5418000	;FAC-1603793792694;GRADE-003;	2369000-5961000	;FAC-1603793792694;GRADE-004;	5167000-10334000	;FAC-1603793792694;GRADE-005;	6718000-13346000	;FAC-1603793792694;GRADE-006;	8734000-17466000	;FAC-1603793792694;GRADE-007;	11355000-22710000	;FAC-1603793792694;GRADE-008;	14762000-29524000	;FAC-1603793792694;GRADE-009;	19191000-38382000	;FAC-1603793792694;GRADE-010;	25908000-51816000	;FAC-1603793792694;GRADE-011;	34976000-69525000	;FAC-1603793792694;GRADE-012;	47218000-69952000	;FAC-1603793792694;GRADE-013;	47218000-69952000	;FAC-1603793792694;GRADE-014;	1957000-4925000	;FAC-1603793792694"
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,GRADE-001;1957000-4925000;FAC-1603793885578;GRADE-002;2153000-5418000;FAC-1603793885578;GRADE-003;2369000-5961000;FAC-1603793885578;GRADE-004;5167000-10334000;FAC-1603793885578;GRADE-005;6718000-13346000;FAC-1603793885578;GRADE-006;8734000-17466000;FAC-1603793885578;GRADE-007;11355000-22710000;FAC-1603793885578;GRADE-008;14762000-29524000;FAC-1603793885578;GRADE-009;19191000-38382000;FAC-1603793885578;GRADE-010;25908000-51816000;FAC-1603793885578;GRADE-011;34976000-69525000;FAC-1603793885578;GRADE-012;47218000-69952000;FAC-1603793885578;GRADE-013;47218000-69952000;FAC-1603793885578;GRADE-014;1957000-4925000;FAC-1603793885578,TRUE,OUID-EOTRK10223,Executive Officer Tinjauan Risiko Kredit,LVL-004,OUID-DDRKDT10219,PAY-1580288169116,LVL-004-EOTRK,,,"GRADE-001;	1957000-4925000	;FAC-1603778861841;GRADE-002;	2153000-5418000	;FAC-1603778861841;GRADE-003;	2369000-5961000	;FAC-1603778861841;GRADE-004;	5167000-10334000	;FAC-1603778861841;GRADE-005;	6718000-13346000	;FAC-1603778861841;GRADE-006;	8734000-17466000	;FAC-1603778861841;GRADE-007;	11355000-22710000	;FAC-1603778861841;GRADE-008;	14762000-29524000	;FAC-1603778861841;GRADE-009;	19191000-38382000	;FAC-1603778861841;GRADE-010;	25908000-51816000	;FAC-1603778861841;GRADE-011;	34976000-69525000	;FAC-1603778861841;GRADE-012;	47218000-69952000	;FAC-1603778861841;GRADE-013;	47218000-69952000	;FAC-1603778861841;GRADE-014;	1957000-4925000	;FAC-1603778861841"
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,GRADE-001;1957000-4925000;FAC-1603793885578;GRADE-002;2153000-5418000;FAC-1603793885578;GRADE-003;2369000-5961000;FAC-1603793885578;GRADE-004;5167000-10334000;FAC-1603793885578;GRADE-005;6718000-13346000;FAC-1603793885578;GRADE-006;8734000-17466000;FAC-1603793885578;GRADE-007;11355000-22710000;FAC-1603793885578;GRADE-008;14762000-29524000;FAC-1603793885578;GRADE-009;19191000-38382000;FAC-1603793885578;GRADE-010;25908000-51816000;FAC-1603793885578;GRADE-011;34976000-69525000;FAC-1603793885578;GRADE-012;47218000-69952000;FAC-1603793885578;GRADE-013;47218000-69952000;FAC-1603793885578;GRADE-014;1957000-4925000;FAC-1603793885578,TRUE,OUID-SORKDT10224,Senior Officer Tinjauan Risiko Kredit,LVL-005,OUID-EOTRK10223,PAY-1580288169116,LVL-005-SORKDT,,,"GRADE-001;	1957000-4925000	;FAC-1603793792694;GRADE-002;	2153000-5418000	;FAC-1603793792694;GRADE-003;	2369000-5961000	;FAC-1603793792694;GRADE-004;	5167000-10334000	;FAC-1603793792694;GRADE-005;	6718000-13346000	;FAC-1603793792694;GRADE-006;	8734000-17466000	;FAC-1603793792694;GRADE-007;	11355000-22710000	;FAC-1603793792694;GRADE-008;	14762000-29524000	;FAC-1603793792694;GRADE-009;	19191000-38382000	;FAC-1603793792694;GRADE-010;	25908000-51816000	;FAC-1603793792694;GRADE-011;	34976000-69525000	;FAC-1603793792694;GRADE-012;	47218000-69952000	;FAC-1603793792694;GRADE-013;	47218000-69952000	;FAC-1603793792694;GRADE-014;	1957000-4925000	;FAC-1603793792694"
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,GRADE-001;1957000-4925000;FAC-1603793885578;GRADE-002;2153000-5418000;FAC-1603793885578;GRADE-003;2369000-5961000;FAC-1603793885578;GRADE-004;5167000-10334000;FAC-1603793885578;GRADE-005;6718000-13346000;FAC-1603793885578;GRADE-006;8734000-17466000;FAC-1603793885578;GRADE-007;11355000-22710000;FAC-1603793885578;GRADE-008;14762000-29524000;FAC-1603793885578;GRADE-009;19191000-38382000;FAC-1603793885578;GRADE-010;25908000-51816000;FAC-1603793885578;GRADE-011;34976000-69525000;FAC-1603793885578;GRADE-012;47218000-69952000;FAC-1603793885578;GRADE-013;47218000-69952000;FAC-1603793885578;GRADE-014;1957000-4925000;FAC-1603793885578,TRUE,OUID-STRKRT10225,Staff Tinjauan Resiko Kredit,LVL-006,OUID-EOTRK10223,PAY-1580288169116,LVL-006-STRKRT,,,"GRADE-001;	1957000-4925000	;FAC-1603793792694;GRADE-002;	2153000-5418000	;FAC-1603793792694;GRADE-003;	2369000-5961000	;FAC-1603793792694;GRADE-004;	5167000-10334000	;FAC-1603793792694;GRADE-005;	6718000-13346000	;FAC-1603793792694;GRADE-006;	8734000-17466000	;FAC-1603793792694;GRADE-007;	11355000-22710000	;FAC-1603793792694;GRADE-008;	14762000-29524000	;FAC-1603793792694;GRADE-009;	19191000-38382000	;FAC-1603793792694;GRADE-010;	25908000-51816000	;FAC-1603793792694;GRADE-011;	34976000-69525000	;FAC-1603793792694;GRADE-012;	47218000-69952000	;FAC-1603793792694;GRADE-013;	47218000-69952000	;FAC-1603793792694;GRADE-014;	1957000-4925000	;FAC-1603793792694"
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,GRADE-001;1957000-4925000;FAC-1603793885578;GRADE-002;2153000-5418000;FAC-1603793885578;GRADE-003;2369000-5961000;FAC-1603793885578;GRADE-004;5167000-10334000;FAC-1603793885578;GRADE-005;6718000-13346000;FAC-1603793885578;GRADE-006;8734000-17466000;FAC-1603793885578;GRADE-007;11355000-22710000;FAC-1603793885578;GRADE-008;14762000-29524000;FAC-1603793885578;GRADE-009;19191000-38382000;FAC-1603793885578;GRADE-010;25908000-51816000;FAC-1603793885578;GRADE-011;34976000-69525000;FAC-1603793885578;GRADE-012;47218000-69952000;FAC-1603793885578;GRADE-013;47218000-69952000;FAC-1603793885578;GRADE-014;1957000-4925000;FAC-1603793885578,TRUE,OUID-DDNRK10226,Deputi Direktur SKMR Non Kredit,LVL-003,OUID-DSKMR10176,PAY-1580288169116,LVL-003-DDNRK,,,"GRADE-001;	1957000-4925000	;FAC-1603779164791;GRADE-002;	2153000-5418000	;FAC-1603779164791;GRADE-003;	2369000-5961000	;FAC-1603779164791;GRADE-004;	5167000-10334000	;FAC-1603779164791;GRADE-005;	6718000-13346000	;FAC-1603779164791;GRADE-006;	8734000-17466000	;FAC-1603779164791;GRADE-007;	11355000-22710000	;FAC-1603779164791;GRADE-008;	14762000-29524000	;FAC-1603779164791;GRADE-009;	19191000-38382000	;FAC-1603779164791;GRADE-010;	25908000-51816000	;FAC-1603779164791;GRADE-011;	34976000-69525000	;FAC-1603779164791;GRADE-012;	47218000-69952000	;FAC-1603779164791;GRADE-013;	47218000-69952000	;FAC-1603779164791;GRADE-014;	1957000-4925000	;FAC-1603779164791"
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,GRADE-001;1957000-4925000;FAC-1603793885578;GRADE-002;2153000-5418000;FAC-1603793885578;GRADE-003;2369000-5961000;FAC-1603793885578;GRADE-004;5167000-10334000;FAC-1603793885578;GRADE-005;6718000-13346000;FAC-1603793885578;GRADE-006;8734000-17466000;FAC-1603793885578;GRADE-007;11355000-22710000;FAC-1603793885578;GRADE-008;14762000-29524000;FAC-1603793885578;GRADE-009;19191000-38382000;FAC-1603793885578;GRADE-010;25908000-51816000;FAC-1603793885578;GRADE-011;34976000-69525000;FAC-1603793885578;GRADE-012;47218000-69952000;FAC-1603793885578;GRADE-013;47218000-69952000;FAC-1603793885578;GRADE-014;1957000-4925000;FAC-1603793885578,TRUE,OUID-EORPRL10227,Executive Officer Risiko Pasar & Risiko Likuiditas,LVL-004,OUID-DDNRK10226,PAY-1580288169116,LVL-004-EORPRL,,,"GRADE-001;	1957000-4925000	;FAC-1603778861841;GRADE-002;	2153000-5418000	;FAC-1603778861841;GRADE-003;	2369000-5961000	;FAC-1603778861841;GRADE-004;	5167000-10334000	;FAC-1603778861841;GRADE-005;	6718000-13346000	;FAC-1603778861841;GRADE-006;	8734000-17466000	;FAC-1603778861841;GRADE-007;	11355000-22710000	;FAC-1603778861841;GRADE-008;	14762000-29524000	;FAC-1603778861841;GRADE-009;	19191000-38382000	;FAC-1603778861841;GRADE-010;	25908000-51816000	;FAC-1603778861841;GRADE-011;	34976000-69525000	;FAC-1603778861841;GRADE-012;	47218000-69952000	;FAC-1603778861841;GRADE-013;	47218000-69952000	;FAC-1603778861841;GRADE-014;	1957000-4925000	;FAC-1603778861841"
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,GRADE-001;1957000-4925000;FAC-1603793885578;GRADE-002;2153000-5418000;FAC-1603793885578;GRADE-003;2369000-5961000;FAC-1603793885578;GRADE-004;5167000-10334000;FAC-1603793885578;GRADE-005;6718000-13346000;FAC-1603793885578;GRADE-006;8734000-17466000;FAC-1603793885578;GRADE-007;11355000-22710000;FAC-1603793885578;GRADE-008;14762000-29524000;FAC-1603793885578;GRADE-009;19191000-38382000;FAC-1603793885578;GRADE-010;25908000-51816000;FAC-1603793885578;GRADE-011;34976000-69525000;FAC-1603793885578;GRADE-012;47218000-69952000;FAC-1603793885578;GRADE-013;47218000-69952000;FAC-1603793885578;GRADE-014;1957000-4925000;FAC-1603793885578,TRUE,OUID-SORPRL10228,Senior Officer Risiko Pasar & Risiko Likuiditas,LVL-005,OUID-EORPRL10227,PAY-1580288169116,LVL-005-SORPRL,,,"GRADE-001;	1957000-4925000	;FAC-1603793792694;GRADE-002;	2153000-5418000	;FAC-1603793792694;GRADE-003;	2369000-5961000	;FAC-1603793792694;GRADE-004;	5167000-10334000	;FAC-1603793792694;GRADE-005;	6718000-13346000	;FAC-1603793792694;GRADE-006;	8734000-17466000	;FAC-1603793792694;GRADE-007;	11355000-22710000	;FAC-1603793792694;GRADE-008;	14762000-29524000	;FAC-1603793792694;GRADE-009;	19191000-38382000	;FAC-1603793792694;GRADE-010;	25908000-51816000	;FAC-1603793792694;GRADE-011;	34976000-69525000	;FAC-1603793792694;GRADE-012;	47218000-69952000	;FAC-1603793792694;GRADE-013;	47218000-69952000	;FAC-1603793792694;GRADE-014;	1957000-4925000	;FAC-1603793792694"
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,GRADE-001;1957000-4925000;FAC-1603793885578;GRADE-002;2153000-5418000;FAC-1603793885578;GRADE-003;2369000-5961000;FAC-1603793885578;GRADE-004;5167000-10334000;FAC-1603793885578;GRADE-005;6718000-13346000;FAC-1603793885578;GRADE-006;8734000-17466000;FAC-1603793885578;GRADE-007;11355000-22710000;FAC-1603793885578;GRADE-008;14762000-29524000;FAC-1603793885578;GRADE-009;19191000-38382000;FAC-1603793885578;GRADE-010;25908000-51816000;FAC-1603793885578;GRADE-011;34976000-69525000;FAC-1603793885578;GRADE-012;47218000-69952000;FAC-1603793885578;GRADE-013;47218000-69952000;FAC-1603793885578;GRADE-014;1957000-4925000;FAC-1603793885578,TRUE,OUID-STSRP10229,Staff SKMR Risiko Pasar,LVL-006,OUID-EORPRL10227,PAY-1580288169116,LVL-006-STSRP,,,"GRADE-001;	1957000-4925000	;FAC-1603793792694;GRADE-002;	2153000-5418000	;FAC-1603793792694;GRADE-003;	2369000-5961000	;FAC-1603793792694;GRADE-004;	5167000-10334000	;FAC-1603793792694;GRADE-005;	6718000-13346000	;FAC-1603793792694;GRADE-006;	8734000-17466000	;FAC-1603793792694;GRADE-007;	11355000-22710000	;FAC-1603793792694;GRADE-008;	14762000-29524000	;FAC-1603793792694;GRADE-009;	19191000-38382000	;FAC-1603793792694;GRADE-010;	25908000-51816000	;FAC-1603793792694;GRADE-011;	34976000-69525000	;FAC-1603793792694;GRADE-012;	47218000-69952000	;FAC-1603793792694;GRADE-013;	47218000-69952000	;FAC-1603793792694;GRADE-014;	1957000-4925000	;FAC-1603793792694"
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,GRADE-001;1957000-4925000;FAC-1603793885578;GRADE-002;2153000-5418000;FAC-1603793885578;GRADE-003;2369000-5961000;FAC-1603793885578;GRADE-004;5167000-10334000;FAC-1603793885578;GRADE-005;6718000-13346000;FAC-1603793885578;GRADE-006;8734000-17466000;FAC-1603793885578;GRADE-007;11355000-22710000;FAC-1603793885578;GRADE-008;14762000-29524000;FAC-1603793885578;GRADE-009;19191000-38382000;FAC-1603793885578;GRADE-010;25908000-51816000;FAC-1603793885578;GRADE-011;34976000-69525000;FAC-1603793885578;GRADE-012;47218000-69952000;FAC-1603793885578;GRADE-013;47218000-69952000;FAC-1603793885578;GRADE-014;1957000-4925000;FAC-1603793885578,TRUE,OUID-STSRL10230,Staff SKMR Risiko Likuiditas,LVL-006,OUID-EORPRL10227,PAY-1580288169116,LVL-006-STSRL,,,"GRADE-001;	1957000-4925000	;FAC-1603793792694;GRADE-002;	2153000-5418000	;FAC-1603793792694;GRADE-003;	2369000-5961000	;FAC-1603793792694;GRADE-004;	5167000-10334000	;FAC-1603793792694;GRADE-005;	6718000-13346000	;FAC-1603793792694;GRADE-006;	8734000-17466000	;FAC-1603793792694;GRADE-007;	11355000-22710000	;FAC-1603793792694;GRADE-008;	14762000-29524000	;FAC-1603793792694;GRADE-009;	19191000-38382000	;FAC-1603793792694;GRADE-010;	25908000-51816000	;FAC-1603793792694;GRADE-011;	34976000-69525000	;FAC-1603793792694;GRADE-012;	47218000-69952000	;FAC-1603793792694;GRADE-013;	47218000-69952000	;FAC-1603793792694;GRADE-014;	1957000-4925000	;FAC-1603793792694"
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,GRADE-001;1957000-4925000;FAC-1603793885578;GRADE-002;2153000-5418000;FAC-1603793885578;GRADE-003;2369000-5961000;FAC-1603793885578;GRADE-004;5167000-10334000;FAC-1603793885578;GRADE-005;6718000-13346000;FAC-1603793885578;GRADE-006;8734000-17466000;FAC-1603793885578;GRADE-007;11355000-22710000;FAC-1603793885578;GRADE-008;14762000-29524000;FAC-1603793885578;GRADE-009;19191000-38382000;FAC-1603793885578;GRADE-010;25908000-51816000;FAC-1603793885578;GRADE-011;34976000-69525000;FAC-1603793885578;GRADE-012;47218000-69952000;FAC-1603793885578;GRADE-013;47218000-69952000;FAC-1603793885578;GRADE-014;1957000-4925000;FAC-1603793885578,TRUE,OUID-EOROTI10231,Executive Officer Risiko Operasional & Teknologi Informasi,LVL-004,OUID-DDNRK10226,PAY-1580288169116,LVL-004-EOROTI,,,"GRADE-001;	1957000-4925000	;FAC-1603778861841;GRADE-002;	2153000-5418000	;FAC-1603778861841;GRADE-003;	2369000-5961000	;FAC-1603778861841;GRADE-004;	5167000-10334000	;FAC-1603778861841;GRADE-005;	6718000-13346000	;FAC-1603778861841;GRADE-006;	8734000-17466000	;FAC-1603778861841;GRADE-007;	11355000-22710000	;FAC-1603778861841;GRADE-008;	14762000-29524000	;FAC-1603778861841;GRADE-009;	19191000-38382000	;FAC-1603778861841;GRADE-010;	25908000-51816000	;FAC-1603778861841;GRADE-011;	34976000-69525000	;FAC-1603778861841;GRADE-012;	47218000-69952000	;FAC-1603778861841;GRADE-013;	47218000-69952000	;FAC-1603778861841;GRADE-014;	1957000-4925000	;FAC-1603778861841"
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,GRADE-001;1957000-4925000;FAC-1603793885578;GRADE-002;2153000-5418000;FAC-1603793885578;GRADE-003;2369000-5961000;FAC-1603793885578;GRADE-004;5167000-10334000;FAC-1603793885578;GRADE-005;6718000-13346000;FAC-1603793885578;GRADE-006;8734000-17466000;FAC-1603793885578;GRADE-007;11355000-22710000;FAC-1603793885578;GRADE-008;14762000-29524000;FAC-1603793885578;GRADE-009;19191000-38382000;FAC-1603793885578;GRADE-010;25908000-51816000;FAC-1603793885578;GRADE-011;34976000-69525000;FAC-1603793885578;GRADE-012;47218000-69952000;FAC-1603793885578;GRADE-013;47218000-69952000;FAC-1603793885578;GRADE-014;1957000-4925000;FAC-1603793885578,TRUE,OUID-SOROTI10232,Senior Officer Risiko Operasional & Teknologi Informasi,LVL-005,OUID-EOROTI10231,PAY-1580288169116,LVL-005-SOROTI,,,"GRADE-001;	1957000-4925000	;FAC-1603793792694;GRADE-002;	2153000-5418000	;FAC-1603793792694;GRADE-003;	2369000-5961000	;FAC-1603793792694;GRADE-004;	5167000-10334000	;FAC-1603793792694;GRADE-005;	6718000-13346000	;FAC-1603793792694;GRADE-006;	8734000-17466000	;FAC-1603793792694;GRADE-007;	11355000-22710000	;FAC-1603793792694;GRADE-008;	14762000-29524000	;FAC-1603793792694;GRADE-009;	19191000-38382000	;FAC-1603793792694;GRADE-010;	25908000-51816000	;FAC-1603793792694;GRADE-011;	34976000-69525000	;FAC-1603793792694;GRADE-012;	47218000-69952000	;FAC-1603793792694;GRADE-013;	47218000-69952000	;FAC-1603793792694;GRADE-014;	1957000-4925000	;FAC-1603793792694"
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,GRADE-001;1957000-4925000;FAC-1603793885578;GRADE-002;2153000-5418000;FAC-1603793885578;GRADE-003;2369000-5961000;FAC-1603793885578;GRADE-004;5167000-10334000;FAC-1603793885578;GRADE-005;6718000-13346000;FAC-1603793885578;GRADE-006;8734000-17466000;FAC-1603793885578;GRADE-007;11355000-22710000;FAC-1603793885578;GRADE-008;14762000-29524000;FAC-1603793885578;GRADE-009;19191000-38382000;FAC-1603793885578;GRADE-010;25908000-51816000;FAC-1603793885578;GRADE-011;34976000-69525000;FAC-1603793885578;GRADE-012;47218000-69952000;FAC-1603793885578;GRADE-013;47218000-69952000;FAC-1603793885578;GRADE-014;1957000-4925000;FAC-1603793885578,TRUE,OUID-STRTI10233,Staff SKMR Risiko Teknologi Informasi,LVL-006,OUID-EOROTI10231,PAY-1580288169116,LVL-006-STRTI,,,"GRADE-001;	1957000-4925000	;FAC-1603793792694;GRADE-002;	2153000-5418000	;FAC-1603793792694;GRADE-003;	2369000-5961000	;FAC-1603793792694;GRADE-004;	5167000-10334000	;FAC-1603793792694;GRADE-005;	6718000-13346000	;FAC-1603793792694;GRADE-006;	8734000-17466000	;FAC-1603793792694;GRADE-007;	11355000-22710000	;FAC-1603793792694;GRADE-008;	14762000-29524000	;FAC-1603793792694;GRADE-009;	19191000-38382000	;FAC-1603793792694;GRADE-010;	25908000-51816000	;FAC-1603793792694;GRADE-011;	34976000-69525000	;FAC-1603793792694;GRADE-012;	47218000-69952000	;FAC-1603793792694;GRADE-013;	47218000-69952000	;FAC-1603793792694;GRADE-014;	1957000-4925000	;FAC-1603793792694"
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,GRADE-001;1957000-4925000;FAC-1603793885578;GRADE-002;2153000-5418000;FAC-1603793885578;GRADE-003;2369000-5961000;FAC-1603793885578;GRADE-004;5167000-10334000;FAC-1603793885578;GRADE-005;6718000-13346000;FAC-1603793885578;GRADE-006;8734000-17466000;FAC-1603793885578;GRADE-007;11355000-22710000;FAC-1603793885578;GRADE-008;14762000-29524000;FAC-1603793885578;GRADE-009;19191000-38382000;FAC-1603793885578;GRADE-010;25908000-51816000;FAC-1603793885578;GRADE-011;34976000-69525000;FAC-1603793885578;GRADE-012;47218000-69952000;FAC-1603793885578;GRADE-013;47218000-69952000;FAC-1603793885578;GRADE-014;1957000-4925000;FAC-1603793885578,TRUE,OUID-STSRO10234,Staff SKMR Risiko Operasional & Lainnya,LVL-006,OUID-EOROTI10231,PAY-1580288169116,LVL-006-STSRO,,,"GRADE-001;	1957000-4925000	;FAC-1603793792694;GRADE-002;	2153000-5418000	;FAC-1603793792694;GRADE-003;	2369000-5961000	;FAC-1603793792694;GRADE-004;	5167000-10334000	;FAC-1603793792694;GRADE-005;	6718000-13346000	;FAC-1603793792694;GRADE-006;	8734000-17466000	;FAC-1603793792694;GRADE-007;	11355000-22710000	;FAC-1603793792694;GRADE-008;	14762000-29524000	;FAC-1603793792694;GRADE-009;	19191000-38382000	;FAC-1603793792694;GRADE-010;	25908000-51816000	;FAC-1603793792694;GRADE-011;	34976000-69525000	;FAC-1603793792694;GRADE-012;	47218000-69952000	;FAC-1603793792694;GRADE-013;	47218000-69952000	;FAC-1603793792694;GRADE-014;	1957000-4925000	;FAC-1603793792694"
